Date,Minimum temperature (�C),Maximum temperature (�C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (�C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (�C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
2016-10-1,11.6,18.6,1.6,,,NW,37,10:27,12.9,91,,NW,11,1002.8,17.3,52,,WSW,13,1003.9
2016-10-2,12.1,24,0,,,NNE,69,14:51,16,56,,NNE,15,1004.6,23.5,33,,N,37,998
2016-10-3,11.1,15.9,9.2,,,NNW,56,10:46,12.9,62,,NNW,19,995.4,15.1,48,,NNW,30,995
2016-10-4,10.6,17.1,2,,,WSW,61,14:47,12.7,79,,N,15,998.8,15,51,,WSW,20,999.8
2016-10-5,8,17.1,2.8,,,N,46,10:56,10.4,66,,N,17,1014.4,16,50,,NW,13,1013
2016-10-6,9.7,27.2,0,,,N,46,21:33,14.2,71,,N,13,1018.1,26.4,34,,NNW,20,1013.8
2016-10-7,14.1,22.5,0,,,NNW,48,01:15,19.6,43,,N,22,1012,21.1,42,,W,6,1011.7
2016-10-8,9.7,16.9,0,,,S,28,12:49,12.1,78,,SW,7,1021.9,15.2,54,,SSW,15,1020.7
2016-10-9,9.5,22,0,,,N,80,14:11,16.6,53,,NNE,24,1010.1,21.7,36,,N,39,1000.4
2016-10-10,13,16.8,0.8,,,WNW,48,15:52,14,50,,NNW,15,1008.3,13.5,55,,WSW,17,1009
2016-10-11,7.5,15.1,1.4,,,WNW,33,17:21,10.5,63,,W,13,1016.6,12.5,64,,S,13,1017
2016-10-12,10.2,15.4,0,,,S,39,13:02,12.2,70,,NW,13,1017,12.3,88,,S,13,1018.1
2016-10-13,6.8,14.6,4.2,,,S,35,14:10,12.1,55,,SE,9,1025.8,13.7,48,,SSW,17,1025.4
2016-10-14,5.2,22.7,0.2,,,N,41,14:04,9.6,73,,NNE,9,1025.6,22,34,,N,19,1020.6
2016-10-15,9.4,24.8,0,,,N,59,13:09,17.4,48,,NNW,26,1016.6,24.7,32,,N,31,1010.9
2016-10-16,17.4,23.1,0,,,N,57,01:12,18.1,49,,N,26,1001.9,17.7,60,,S,11,999.8
2016-10-17,9.8,18.9,9.8,,,NNW,39,16:49,12.5,69,,WNW,9,1008.2,17.5,36,,W,13,1007.7
2016-10-18,9.6,16.6,1,,,SSW,41,11:51,12.3,70,,WNW,13,1009.3,14.7,49,,WSW,17,1010
2016-10-19,7.5,16.5,2.6,,,NNW,26,08:41,10.5,60,,WNW,9,1020.3,14.5,49,,S,13,1020.3
2016-10-20,6.8,21.8,0,,,N,59,13:41,14.9,42,,N,22,1019,20.4,38,,N,28,1015.5
2016-10-21,14.8,17.6,0,,,N,59,02:39,16.9,47,,N,28,1010,11.6,94,,SSW,9,1012.6
2016-10-22,6.9,13.2,16.4,,,S,57,12:45,9.3,68,,W,13,1018.4,12.2,73,,SSW,26,1019.5
2016-10-23,7.9,14.1,8.8,,,SSW,37,01:00,9.5,86,,WSW,7,1025.8,12.9,53,,SSW,20,1025.6
2016-10-24,9.4,17.1,0.4,,,SSW,26,13:30,11.7,66,,SSW,6,1023,14.9,58,,SSW,11,1019.3
2016-10-25,9.6,25.7,0.2,,,N,57,12:34,16.5,52,,N,19,1014.5,23.1,37,,N,28,1009.9
2016-10-26,16.5,18.5,0,,,N,33,23:26,16.9,67,,W,9,1009.7,13.3,92,,S,17,1012.5
2016-10-27,10.1,15.4,0.2,,,SSW,41,15:23,12.8,61,,SSE,15,1020.8,14.2,53,,SSW,20,1020.6
2016-10-28,6.3,16.6,0,,,SW,31,14:42,11.3,72,,SW,2,1019.9,15.8,54,,SSW,11,1018.5
2016-10-29,9.3,25.6,0,,,N,37,16:05,12.7,81,,NW,2,1019.1,24.6,27,,NNE,19,1012.5
2016-10-30,12.7,28,0,,,NW,57,14:08,21.4,59,,N,19,998.5,24.5,30,,WNW,20,998
2016-10-31,7.9,17.5,1.8,,,NW,44,07:48,11,54,,WNW,15,1012.9,14.5,56,,W,11,1013.1
